OBJECTID,AQI,Category,ResponsiblePollutant,PollenCount,PollenType,PollenDescription,ReportDateTime,Date,Week,Month,DayOfWeek,AQI_Level,Pollen_Level
230,50,Good,PM2.5,8,Grass, Ragweed,8/17/2024 5:00,8/17/2024,33,8,Saturday,Good,Moderate
231,51,Moderate,PM2.5,4,Grass, Ragweed,8/16/2024 5:00,8/16/2024,33,8,Friday,Moderate,Low
232,51,Moderate,PM2.5,8,Grass,Moderate,8/15/2024 5:00,8/15/2024,33,8,Thursday,Moderate,Moderate
233,51,Moderate,Ozone 8-hr,7,Grass,Moderate,8/14/2024 5:00,8/14/2024,33,8,Wednesday,Moderate,Moderate
234,51,Moderate,Ozone 8-hr,7,Grass,Moderate,8/13/2024 5:00,8/13/2024,33,8,Tuesday,Moderate,Moderate
235,51,Moderate,Ozone 8-hr,7,Grass,Moderate,8/12/2024 5:00,8/12/2024,33,8,Monday,Moderate,Moderate
236,50,Good,PM2.5,6,Grass,Moderate,8/11/2024 5:00,8/11/2024,32,8,Sunday,Good,Moderate
237,50,Good,PM2.5,6,Grass,Moderate,8/10/2024 5:00,8/10/2024,32,8,Saturday,Good,Moderate
238,58,Moderate,PM2.5,7,Grass,Moderate,8/9/2024 5:00,8/9/2024,32,8,Friday,Moderate,Moderate
239,62,Moderate,PM2.5,6,Grass,Moderate,8/8/2024 5:00,8/8/2024,32,8,Thursday,Moderate,Moderate
240,71,Moderate,PM2.5,6,Grass,Moderate,8/7/2024 5:00,8/7/2024,32,8,Wednesday,Moderate,Moderate
241,62,Moderate,PM2.5,5,Grass,Moderate,8/6/2024 5:00,8/6/2024,32,8,Tuesday,Moderate,Low
242,81,Moderate,PM2.5,6,Grass,Moderate,8/5/2024 5:00,8/5/2024,32,8,Monday,Moderate,Moderate
243,66,Moderate,PM2.5,5,Grass,Moderate,8/4/2024 5:00,8/4/2024,31,8,Sunday,Moderate,Low
244,54,Moderate,PM2.5,5,Grass,Slight,8/3/2024 5:00,8/3/2024,31,8,Saturday,Moderate,Low
245,90,Moderate,PM2.5,5,Grass,Moderate,8/2/2024 5:00,8/2/2024,31,8,Friday,Moderate,Low
246,53,Moderate,PM2.5,5,Grass,Moderate,8/1/2024 5:00,8/1/2024,31,8,Thursday,Moderate,Low
247,53,Moderate,PM2.5,5,Grass,Moderate,7/31/2024 5:00,7/31/2024,31,7,Wednesday,Moderate,Low
248,53,Moderate,PM2.5,5,Grass,Moderate,7/30/2024 5:00,7/30/2024,31,7,Tuesday,Moderate,Low
249,50,Good,PM2.5,0,Grass,Slight,7/29/2024 5:00,7/29/2024,31,7,Monday,Good,Low
250,51,Moderate,PM2.5,0,Grass,Slight,7/28/2024 5:00,7/28/2024,30,7,Sunday,Moderate,Low
251,71,Moderate,Ozone 8-hr,3,Grass,Slight,7/27/2024 5:00,7/27/2024,30,7,Saturday,Moderate,Low
252,100,Moderate,Ozone 8-hr,2,Grass,Slight,7/26/2024 5:00,7/26/2024,30,7,Friday,Moderate,Low
253,50,Good,PM2.5,1,Grass, Ragweed,7/25/2024 5:00,7/25/2024,30,7,Thursday,Good,Low
254,50,Good,PM2.5,0,Grass, Ragweed,7/24/2024 5:00,7/24/2024,30,7,Wednesday,Good,Low
255,50,Good,PM2.5,0,Grass, Ragweed,7/23/2024 5:00,7/23/2024,30,7,Tuesday,Good,Low
256,51,Moderate,PM2.5,2,Grass, Ragweed,7/22/2024 5:00,7/22/2024,30,7,Monday,Moderate,Low
257,51,Moderate,PM2.5,3,Grass, Ragweed,7/21/2024 5:00,7/21/2024,29,7,Sunday,Moderate,Low
258,51,Moderate,PM2.5,3,Grass, Ragweed,7/20/2024 5:00,7/20/2024,29,7,Saturday,Moderate,Low
259,50,Good,PM2.5,3,Grass, Ragweed,7/19/2024 5:00,7/19/2024,29,7,Friday,Good,Low
260,50,Good,PM2.5,1,Grass,Slight,7/18/2024 5:00,7/18/2024,29,7,Thursday,Good,Low
261,51,Moderate,PM2.5,2,Grass,Slight,7/17/2024 5:00,7/17/2024,29,7,Wednesday,Moderate,Low
262,56,Moderate,PM2.5,4,Grass,Slight,7/16/2024 5:00,7/16/2024,29,7,Tuesday,Moderate,Low
263,67,Moderate,Ozone 8-hr,4,Grass,Slight,7/15/2024 5:00,7/15/2024,29,7,Monday,Moderate,Low
264,67,Moderate,Ozone 8-hr,4,Grass,Slight,7/14/2024 5:00,7/14/2024,28,7,Sunday,Moderate,Low
265,56,Moderate,PM2.5,3,Grass,Slight,7/13/2024 5:00,7/13/2024,28,7,Saturday,Moderate,Low
266,74,Moderate,Ozone 8-hr,3,Grass,Slight,7/12/2024 5:00,7/12/2024,28,7,Friday,Moderate,Low
267,67,Moderate,Ozone 8-hr,3,Grass,Slight,7/11/2024 5:00,7/11/2024,28,7,Thursday,Moderate,Low
268,54,Moderate,Ozone 8-hr,3,Grass,Slight,7/10/2024 5:00,7/10/2024,28,7,Wednesday,Moderate,Low
269,51,Moderate,PM2.5,0,Grass,Slight,7/9/2024 5:00,7/9/2024,28,7,Tuesday,Moderate,Low
270,51,Moderate,PM2.5,3,Grass,Slight,7/8/2024 5:00,7/8/2024,28,7,Monday,Moderate,Low
271,51,Moderate,Ozone 8-hr,3,Grass,Slight,7/7/2024 5:00,7/7/2024,27,7,Sunday,Moderate,Low
272,51,Moderate,Ozone 8-hr,3,Grass,Slight,7/6/2024 5:00,7/6/2024,27,7,Saturday,Moderate,Low
273,51,Moderate,PM2.5,0,Grass,Slight,7/5/2024 5:00,7/5/2024,27,7,Friday,Moderate,Low
274,52,Moderate,PM2.5,2,Grass,Slight,7/4/2024 5:00,7/4/2024,27,7,Thursday,Moderate,Low
275,50,Good,PM2.5,4,Grass,Slight,7/3/2024 5:00,7/3/2024,27,7,Wednesday,Good,Low
276,51,Moderate,Ozone 8-hr,4,Grass,Slight,7/2/2024 5:00,7/2/2024,27,7,Tuesday,Moderate,Low
277,50,Good,PM2.5,4,Grass,Slight,7/1/2024 5:00,7/1/2024,27,7,Monday,Good,Low
278,52,Moderate,PM2.5,3,Grass,Slight,6/30/2024 5:00,6/30/2024,26,6,Sunday,Moderate,Low
279,51,Moderate,PM2.5,4,Grass,Slight,6/29/2024 5:00,6/29/2024,26,6,Saturday,Moderate,Low
280,67,Moderate,Ozone 8-hr,4,Grass,Slight,6/28/2024 5:00,6/28/2024,26,6,Friday,Moderate,Low
281,67,Moderate,Ozone 8-hr,4,Grass,Slight,6/28/2024 5:00,6/28/2024,26,6,Friday,Moderate,Low
282,50,Good,PM2.5,1,Grass,Slight,6/27/2024 5:00,6/27/2024,26,6,Thursday,Good,Low
283,67,Moderate,Ozone 8-hr,3,Grass,Slight,6/26/2024 5:00,6/26/2024,26,6,Wednesday,Moderate,Low
284,67,Moderate,Ozone 8-hr,4,Grass,Slight,6/25/2024 5:00,6/25/2024,26,6,Tuesday,Moderate,Low
285,50,Good,PM2.5,3,Grass,Slight,6/24/2024 5:00,6/24/2024,26,6,Monday,Good,Low
286,60,Moderate,PM2.5,60,Grass,Extremely Heavy,6/23/2024 5:00,6/23/2024,25,6,Sunday,Moderate,Very High
287,100,Moderate,Ozone 8-hr,4,Grass,Slight,6/22/2024 5:00,6/22/2024,25,6,Saturday,Moderate,Low
288,100,Moderate,Ozone 8-hr,4,Grass,Slight,6/21/2024 5:00,6/21/2024,25,6,Friday,Moderate,Low
289,84,Moderate,Ozone 8-hr,4,Grass, Poplar,6/20/2024 5:00,6/20/2024,25,6,Thursday,Moderate,Low
290,61,Moderate,Ozone 8-hr,4,Grass, Poplar,6/19/2024 5:00,6/19/2024,25,6,Wednesday,Moderate,Low
291,56,Moderate,PM2.5,3,Grass, Poplar,6/18/2024 5:00,6/18/2024,25,6,Tuesday,Moderate,Low
292,67,Moderate,Ozone 8-hr,3,Grass, Poplar,6/17/2024 5:00,6/17/2024,25,6,Monday,Moderate,Low
293,67,Moderate,Ozone 8-hr,4,Grass, Poplar,6/16/2024 5:00,6/16/2024,24,6,Sunday,Moderate,Low
294,100,Moderate,Ozone 8-hr,4,Grass, Poplar,6/15/2024 5:00,6/15/2024,24,6,Saturday,Moderate,Low
295,101,Unhealthy for Sensitive Groups,Ozone 8-hr,4,Grass, Poplar,6/14/2024 5:00,6/14/2024,24,6,Friday,Unhealthy (Sensitive),Low
296,105,Unhealthy for Sensitive Groups,Ozone 8-hr,4,Grass, Juniper,6/13/2024 5:00,6/13/2024,24,6,Thursday,Unhealthy (Sensitive),Low
297,84,Moderate,Ozone 8-hr,4,Grass, Juniper,6/12/2024 5:00,6/12/2024,24,6,Wednesday,Moderate,Low
298,51,Moderate,Ozone 8-hr,4,Grass, Juniper,6/11/2024 5:00,6/11/2024,24,6,Tuesday,Moderate,Low
299,47,Good,PM2.5,4,Grass, Juniper,6/10/2024 5:00,6/10/2024,24,6,Monday,Good,Low
300,50,Good,PM2.5,1,Grass, Juniper,6/9/2024 5:00,6/9/2024,23,6,Sunday,Good,Low
301,49,Good,Ozone 8-hr,5,Grass, Juniper,6/8/2024 5:00,6/8/2024,23,6,Saturday,Good,Low
302,50,Good,Ozone 8-hr,5,Grass, Juniper,6/7/2024 5:00,6/7/2024,23,6,Friday,Good,Low
303,44,Good,PM2.5,5,Grass, Maple,6/6/2024 5:00,6/6/2024,23,6,Thursday,Good,Low
304,47,Good,PM2.5,0,Grass, Maple,6/5/2024 5:00,6/5/2024,23,6,Wednesday,Good,Low
305,47,Good,PM2.5,1,Grass, Maple,6/4/2024 5:00,6/4/2024,23,6,Tuesday,Good,Low
306,50,Good,PM2.5,6,Grass, Maple,6/3/2024 5:00,6/3/2024,23,6,Monday,Good,Moderate
307,49,Good,PM2.5,5,Grass, Maple,6/2/2024 5:00,6/2/2024,22,6,Sunday,Good,Low
308,51,Moderate,PM2.5,0,Grass, Maple,6/1/2024 5:00,6/1/2024,22,6,Saturday,Moderate,Low
309,51,Moderate,Ozone 8-hr,6,Grass, Maple,5/31/2024 5:00,5/31/2024,22,5,Friday,Moderate,Moderate
310,54,Moderate,Ozone 8-hr,6,Grass, Juniper,5/30/2024 5:00,5/30/2024,22,5,Thursday,Moderate,Moderate
311,50,Good,PM2.5,6,Grass, Juniper,5/29/2024 5:00,5/29/2024,22,5,Wednesday,Good,Moderate
312,50,Good,PM2.5,7,Grass, Juniper,5/28/2024 5:00,5/28/2024,22,5,Tuesday,Good,Moderate
313,50,Good,PM2.5,1,Grass, Juniper,5/27/2024 5:00,5/27/2024,22,5,Monday,Good,Low
314,53,Moderate,PM2.5,7,Grass, Juniper,5/26/2024 5:00,5/26/2024,21,5,Sunday,Moderate,Moderate
315,50,Good,PM2.5,2,Grass, Juniper,5/25/2024 5:00,5/25/2024,21,5,Saturday,Good,Low
316,50,Good,PM2.5,0,Grass, Juniper,5/24/2024 5:00,5/24/2024,21,5,Friday,Good,Low
317,50,Good,PM2.5,0,Grass, Maple,5/23/2024 5:00,5/23/2024,21,5,Thursday,Good,Low
318,53,Moderate,PM2.5,3,Grass, Maple,5/22/2024 5:00,5/22/2024,21,5,Wednesday,Moderate,Low
319,84,Moderate,Ozone 8-hr,7,Grass, Maple,5/21/2024 5:00,5/21/2024,21,5,Tuesday,Moderate,Moderate
320,51,Moderate,Ozone 8-hr,7,Grass, Maple,5/20/2024 5:00,5/20/2024,21,5,Monday,Moderate,Moderate
321,50,Good,PM2.5,7,Grass, Maple,5/19/2024 5:00,5/19/2024,20,5,Sunday,Good,Moderate
322,50,Good,PM2.5,5,Grass, Maple,5/18/2024 5:00,5/18/2024,20,5,Saturday,Good,Low
323,50,Good,PM2.5,4,Grass, Maple,5/17/2024 5:00,5/17/2024,20,5,Friday,Good,Low
324,50,Good,PM2.5,7,Hickory, Sweet Gum,5/16/2024 5:00,5/16/2024,20,5,Thursday,Good,Moderate
325,51,Moderate,PM2.5,4,Hickory, Sweet Gum,5/15/2024 5:00,5/15/2024,20,5,Wednesday,Moderate,Low
326,47,Good,PM2.5,0,Hickory, Sweet Gum,5/14/2024 5:00,5/14/2024,20,5,Tuesday,Good,Low
327,53,Moderate,PM2.5,6,Hickory, Sweet Gum,5/13/2024 5:00,5/13/2024,20,5,Monday,Moderate,Moderate
328,52,Moderate,PM2.5,8,Hickory, Sweet Gum,5/12/2024 5:00,5/12/2024,19,5,Sunday,Moderate,Moderate
329,52,Moderate,PM2.5,8,Hickory, Sweet Gum,5/11/2024 5:00,5/11/2024,19,5,Saturday,Moderate,Moderate
330,51,Moderate,PM2.5,8,Hickory, Sweet Gum,5/10/2024 5:00,5/10/2024,19,5,Friday,Moderate,Moderate
331,50,Good,PM2.5,2,Maple, Mulberry,5/9/2024 5:00,5/9/2024,19,5,Thursday,Good,Low
332,52,Moderate,PM2.5,6,Maple, Mulberry,5/8/2024 5:00,5/8/2024,19,5,Wednesday,Moderate,Moderate
333,50,Good,PM2.5,8,Maple, Mulberry,5/7/2024 5:00,5/7/2024,19,5,Tuesday,Good,Moderate
334,50,Good,PM2.5,5,Maple, Mulberry,5/6/2024 5:00,5/6/2024,19,5,Monday,Good,Low
335,44,Good,PM2.5,7,Maple, Mulberry,5/5/2024 5:00,5/5/2024,18,5,Sunday,Good,Moderate
336,49,Good,PM2.5,5,Maple, Mulberry,5/4/2024 5:00,5/4/2024,18,5,Saturday,Good,Low
337,50,Good,PM2.5,3,Maple, Mulberry,5/3/2024 5:00,5/3/2024,18,5,Friday,Good,Low
338,100,Moderate,Ozone 8-hr,9,Birch, Maple,5/2/2024 5:00,5/2/2024,18,5,Thursday,Moderate,Moderate
339,58,Moderate,Ozone 8-hr,8,Birch, Maple,5/1/2024 5:00,5/1/2024,18,5,Wednesday,Moderate,Moderate
340,50,Good,Ozone 8-hr,0,Birch, Maple,4/30/2024 5:00,4/30/2024,18,4,Tuesday,Good,Low
341,48,Good,Ozone 8-hr,7,Birch, Maple,4/29/2024 5:00,4/29/2024,18,4,Monday,Good,Moderate
342,48,Good,Ozone 8-hr,9,Birch, Maple,4/28/2024 5:00,4/28/2024,17,4,Sunday,Good,Moderate
343,50,Good,PM2.5,9,Birch, Maple,4/27/2024 5:00,4/27/2024,17,4,Saturday,Good,Moderate
344,50,Good,Ozone 8-hr,8,Birch, Maple,4/26/2024 5:00,4/26/2024,17,4,Friday,Good,Moderate
345,50,Good,Ozone 8-hr,8,Juniper, Maple,4/25/2024 5:00,4/25/2024,17,4,Thursday,Good,Moderate
346,48,Good,Ozone 8-hr,8,Juniper, Maple,4/24/2024 5:00,4/24/2024,17,4,Wednesday,Good,Moderate
347,50,Good,Ozone 8-hr,9,Juniper, Maple,4/23/2024 5:00,4/23/2024,17,4,Tuesday,Good,Moderate
348,44,Good,Ozone 8-hr,8,Juniper, Maple,4/22/2024 5:00,4/22/2024,17,4,Monday,Good,Moderate
349,44,Good,Ozone 8-hr,8,Juniper, Maple,4/21/2024 5:00,4/21/2024,16,4,Sunday,Good,Moderate
350,44,Good,Ozone 8-hr,9,Juniper, Maple,4/20/2024 5:00,4/20/2024,16,4,Saturday,Good,Moderate
351,49,Good,Ozone 8-hr,3,Juniper, Maple,4/19/2024 5:00,4/19/2024,16,4,Friday,Good,Low
352,51,Moderate,PM2.5,10,Birch, Mulberry,4/18/2024 5:00,4/18/2024,16,4,Thursday,Moderate,Moderate
353,51,Moderate,PM2.5,9,Birch, Mulberry,4/17/2024 5:00,4/17/2024,16,4,Wednesday,Moderate,Moderate
354,54,Moderate,Ozone 8-hr,11,Birch, Mulberry,4/16/2024 5:00,4/16/2024,16,4,Tuesday,Moderate,Moderate
355,54,Moderate,Ozone 8-hr,10,Birch, Mulberry,4/15/2024 5:00,4/15/2024,16,4,Monday,Moderate,Moderate
356,50,Good,PM2.5,11,Birch, Mulberry,4/14/2024 5:00,4/14/2024,15,4,Sunday,Good,Moderate
357,46,Good,PM2.5,10,Birch, Mulberry,4/13/2024 5:00,4/13/2024,15,4,Saturday,Good,Moderate
358,46,Good,Ozone 1-hr,10,Birch, Mulberry,4/12/2024 5:00,4/12/2024,15,4,Friday,Good,Moderate
359,46,Good,PM2.5,2,Juniper, Maple,4/11/2024 5:00,4/11/2024,15,4,Thursday,Good,Low
360,46,Good,Ozone 8-hr,4,Juniper, Maple,4/10/2024 5:00,4/10/2024,15,4,Wednesday,Good,Low
361,50,Good,PM2.5,1,Juniper, Maple,4/9/2024 5:00,4/9/2024,15,4,Tuesday,Good,Low
362,50,Good,PM2.5,8,Juniper, Maple,4/8/2024 5:00,4/8/2024,15,4,Monday,Good,Moderate
363,50,Good,Ozone 8-hr,10,Juniper, Maple,4/7/2024 5:00,4/7/2024,14,4,Sunday,Good,Moderate
364,44,Good,Ozone 8-hr,9,Juniper, Maple,4/6/2024 5:00,4/6/2024,14,4,Saturday,Good,Moderate
365,45,Good,Ozone 8-hr,10,Elm, Juniper,4/5/2024 5:00,4/5/2024,14,4,Friday,Good,Moderate
366,44,Good,Ozone 8-hr,7,Elm, Juniper,4/4/2024 5:00,4/4/2024,14,4,Thursday,Good,Moderate
367,43,Good,Ozone 8-hr,9,Elm, Juniper,4/3/2024 5:00,4/3/2024,14,4,Wednesday,Good,Moderate
368,48,Good,PM2.5,5,Elm, Juniper,4/2/2024 5:00,4/2/2024,14,4,Tuesday,Good,Low
369,50,Good,PM2.5,11,Elm, Juniper,4/1/2024 5:00,4/1/2024,14,4,Monday,Good,Moderate
370,51,Moderate,Ozone 8-hr,11,Elm, Juniper,3/31/2024 5:00,3/31/2024,13,3,Sunday,Moderate,Moderate
371,50,Good,Ozone 8-hr,11,Elm, Juniper,3/30/2024 5:00,3/30/2024,13,3,Saturday,Good,Moderate
372,46,Good,PM2.5,10,Elm, Juniper,3/29/2024 5:00,3/29/2024,13,3,Friday,Good,Moderate
373,46,Good,PM2.5,9,Juniper, Maple,3/28/2024 5:00,3/28/2024,13,3,Thursday,Good,Moderate
374,50,Good,PM2.5,9,Juniper, Maple,3/27/2024 5:00,3/27/2024,13,3,Wednesday,Good,Moderate
375,50,Good,PM2.5,3,Juniper, Maple,3/26/2024 5:00,3/26/2024,13,3,Tuesday,Good,Low
376,50,Good,Ozone 8-hr,11,Juniper, Maple,3/25/2024 5:00,3/25/2024,13,3,Monday,Good,Moderate
377,49,Good,Ozone 8-hr,10,Juniper, Maple,3/24/2024 5:00,3/24/2024,12,3,Sunday,Good,Moderate
378,47,Good,Ozone 8-hr,8,Juniper, Maple,3/23/2024 5:00,3/23/2024,12,3,Saturday,Good,Moderate
379,46,Good,PM2.5,8,Juniper, Maple,3/22/2024 5:00,3/22/2024,12,3,Friday,Good,Moderate
380,50,Good,PM2.5,10,Juniper, Maple,3/21/2024 5:00,3/21/2024,12,3,Thursday,Good,Moderate
381,50,Good,PM2.5,9,Juniper, Maple,3/20/2024 5:00,3/20/2024,12,3,Wednesday,Good,Moderate
382,44,Good,Ozone 8-hr,9,Juniper, Maple,3/19/2024 5:00,3/19/2024,12,3,Tuesday,Good,Moderate
383,42,Good,Ozone 8-hr,9,Juniper, Maple,3/18/2024 5:00,3/18/2024,12,3,Monday,Good,Moderate
384,48,Good,Ozone 8-hr,9,Juniper, Maple,3/17/2024 5:00,3/17/2024,11,3,Sunday,Good,Moderate
385,45,Good,Ozone 8-hr,9,Juniper, Maple,3/16/2024 5:00,3/16/2024,11,3,Saturday,Good,Moderate
386,50,Good,PM2.5,2,Juniper, Maple,3/15/2024 5:00,3/15/2024,11,3,Friday,Good,Low
387,51,Moderate,PM2.5,10,Alder, Juniper,3/14/2024 5:00,3/14/2024,11,3,Thursday,Moderate,Moderate
388,51,Moderate,PM2.5,10,Alder, Juniper,3/13/2024 5:00,3/13/2024,11,3,Wednesday,Moderate,Moderate
389,51,Moderate,PM2.5,10,Alder, Juniper,3/13/2024 5:00,3/13/2024,11,3,Wednesday,Moderate,Moderate
390,46,Good,PM2.5,9,Alder, Juniper,3/12/2024 5:00,3/12/2024,11,3,Tuesday,Good,Moderate
391,46,Good,PM2.5,9,Alder, Juniper,3/12/2024 5:00,3/12/2024,11,3,Tuesday,Good,Moderate
392,42,Good,PM2.5,8,Alder, Juniper,3/11/2024 5:00,3/11/2024,11,3,Monday,Good,Moderate
393,44,Good,PM2.5,9,Alder, Juniper,3/10/2024 6:00,3/10/2024,10,3,Sunday,Good,Moderate
394,44,Good,PM2.5,3,Alder, Juniper,3/9/2024 6:00,3/9/2024,10,3,Saturday,Good,Low
395,46,Good,PM2.5,8,Alder, Juniper,3/8/2024 6:00,3/8/2024,10,3,Friday,Good,Moderate
396,46,Good,PM2.5,8,Alder, Juniper,3/8/2024 6:00,3/8/2024,10,3,Friday,Good,Moderate
397,50,Good,PM2.5,8,Alder, Juniper,3/7/2024 6:00,3/7/2024,10,3,Thursday,Good,Moderate
398,46,Good,PM2.5,7,Alder, Juniper,3/6/2024 6:00,3/6/2024,10,3,Wednesday,Good,Moderate
399,50,Good,PM2.5,6,Alder, Juniper,3/5/2024 6:00,3/5/2024,10,3,Tuesday,Good,Moderate
400,53,Moderate,PM2.5,8,Alder, Juniper,3/4/2024 6:00,3/4/2024,10,3,Monday,Moderate,Moderate
401,50,Good,PM2.5,8,Alder, Juniper,3/3/2024 6:00,3/3/2024,9,3,Sunday,Good,Moderate
402,42,Good,PM2.5,6,Alder, Juniper,3/2/2024 6:00,3/2/2024,9,3,Saturday,Good,Moderate
403,38,Good,PM2.5,1,Alder, Juniper,3/1/2024 6:00,3/1/2024,9,3,Friday,Good,Low
404,48,Good,PM2.5,0,Unknown,Not on file,2/29/2024 6:00,2/29/2024,9,2,Thursday,Good,Low
405,46,Good,PM2.5,0,Unknown,Not on file,2/28/2024 6:00,2/28/2024,9,2,Wednesday,Good,Low
406,51,Moderate,PM2.5,0,Unknown,Not on file,2/27/2024 6:00,2/27/2024,9,2,Tuesday,Moderate,Low
407,50,Good,PM2.5,0,Unknown,Not on file,2/26/2024 6:00,2/26/2024,9,2,Monday,Good,Low
408,42,Good,PM2.5,0,Unknown,Not on file,2/25/2024 6:00,2/25/2024,8,2,Sunday,Good,Low
409,35,Good,PM2.5,0,Unknown,Not on file,2/24/2024 6:00,2/24/2024,8,2,Saturday,Good,Low
410,44,Good,PM2.5,0,Unknown,Not on file,2/23/2024 6:00,2/23/2024,8,2,Friday,Good,Low
411,50,Good,PM2.5,0,Unknown,Not on file,2/22/2024 6:00,2/22/2024,8,2,Thursday,Good,Low
412,51,Moderate,PM2.5,0,Unknown,Not on file,2/21/2024 6:00,2/21/2024,8,2,Wednesday,Moderate,Low
413,51,Moderate,PM2.5,0,Unknown,Not on file,2/20/2024 6:00,2/20/2024,8,2,Tuesday,Moderate,Low
414,38,Good,PM2.5,0,Unknown,Not on file,2/19/2024 6:00,2/19/2024,8,2,Monday,Good,Low
415,33,Good,PM2.5,0,Unknown,Not on file,2/18/2024 6:00,2/18/2024,7,2,Sunday,Good,Low
416,33,Good,PM2.5,0,Unknown,Not on file,2/17/2024 6:00,2/17/2024,7,2,Saturday,Good,Low
417,42,Good,PM2.5,0,Unknown,Not on file,2/16/2024 6:00,2/16/2024,7,2,Friday,Good,Low
418,50,Good,PM2.5,0,Unknown,Not on file,2/15/2024 6:00,2/15/2024,7,2,Thursday,Good,Low
419,50,Good,PM2.5,0,Unknown,Not on file,2/14/2024 6:00,2/14/2024,7,2,Wednesday,Good,Low
420,46,Good,PM2.5,0,Unknown,Not on file,2/13/2024 6:00,2/13/2024,7,2,Tuesday,Good,Low
421,35,Good,PM2.5,0,Unknown,Not on file,2/12/2024 6:00,2/12/2024,7,2,Monday,Good,Low
422,35,Good,PM2.5,0,Unknown,Not on file,2/11/2024 6:00,2/11/2024,6,2,Sunday,Good,Low
423,50,Good,PM2.5,0,Unknown,Not on file,2/10/2024 6:00,2/10/2024,6,2,Saturday,Good,Low
424,51,Moderate,PM2.5,0,Unknown,Not on file,2/9/2024 6:00,2/9/2024,6,2,Friday,Moderate,Low
425,51,Moderate,PM2.5,0,Unknown,Not on file,2/8/2024 6:00,2/8/2024,6,2,Thursday,Moderate,Low
426,50,Good,PM2.5,0,Unknown,Not on file,2/7/2024 6:00,2/7/2024,6,2,Wednesday,Good,Low
427,42,Good,PM2.5,0,Unknown,Not on file,2/6/2024 6:00,2/6/2024,6,2,Tuesday,Good,Low
428,50,Good,PM2.5,0,Unknown,Not on file,2/5/2024 6:00,2/5/2024,6,2,Monday,Good,Low
429,51,Moderate,PM2.5,0,Unknown,Not on file,2/4/2024 6:00,2/4/2024,5,2,Sunday,Moderate,Low
430,50,Good,PM2.5,0,Unknown,Not on file,2/3/2024 6:00,2/3/2024,5,2,Saturday,Good,Low
431,52,Moderate,PM2.5,0,Unknown,Not on file,2/2/2024 6:00,2/2/2024,5,2,Friday,Moderate,Low
432,50,Good,PM2.5,0,Unknown,Not on file,2/1/2024 6:00,2/1/2024,5,2,Thursday,Good,Low
433,46,Good,PM2.5,0,Unknown,Not on file,1/31/2024 6:00,1/31/2024,5,1,Wednesday,Good,Low
434,33,Good,PM2.5,0,Unknown,Not on file,1/30/2024 6:00,1/30/2024,5,1,Tuesday,Good,Low
435,33,Good,PM2.5,0,Unknown,Not on file,1/29/2024 6:00,1/29/2024,5,1,Monday,Good,Low
436,37,Good,PM2.5,0,Unknown,Not on file,1/28/2024 6:00,1/28/2024,4,1,Sunday,Good,Low
437,38,Good,PM2.5,0,Unknown,Not on file,1/27/2024 6:00,1/27/2024,4,1,Saturday,Good,Low
438,38,Good,PM2.5,0,Unknown,Not on file,1/26/2024 6:00,1/26/2024,4,1,Friday,Good,Low
439,42,Good,PM2.5,0,Unknown,Not on file,1/25/2024 6:00,1/25/2024,4,1,Thursday,Good,Low
440,46,Good,PM2.5,0,Unknown,Not on file,1/24/2024 6:00,1/24/2024,4,1,Wednesday,Good,Low
441,48,Good,PM2.5,0,Unknown,Not on file,1/23/2024 6:00,1/23/2024,4,1,Tuesday,Good,Low
442,42,Good,PM2.5,0,Unknown,Not on file,1/22/2024 6:00,1/22/2024,4,1,Monday,Good,Low
443,42,Good,PM2.5,0,Unknown,Not on file,1/21/2024 6:00,1/21/2024,3,1,Sunday,Good,Low
444,46,Good,PM2.5,0,Unknown,Not on file,1/20/2024 6:00,1/20/2024,3,1,Saturday,Good,Low
445,46,Good,PM2.5,0,Unknown,Not on file,1/19/2024 6:00,1/19/2024,3,1,Friday,Good,Low
446,50,Good,PM2.5,0,Unknown,Not on file,1/18/2024 6:00,1/18/2024,3,1,Thursday,Good,Low
447,48,Good,PM2.5,0,Unknown,Not on file,1/17/2024 6:00,1/17/2024,3,1,Wednesday,Good,Low
448,31,Good,PM2.5,0,Unknown,Not on file,1/16/2024 6:00,1/16/2024,3,1,Tuesday,Good,Low
449,29,Good,PM2.5,0,Unknown,Not on file,1/15/2024 6:00,1/15/2024,3,1,Monday,Good,Low
450,31,Good,PM2.5,0,Unknown,Not on file,1/14/2024 6:00,1/14/2024,2,1,Sunday,Good,Low
451,40,Good,PM2.5,0,Unknown,Not on file,1/13/2024 6:00,1/13/2024,2,1,Saturday,Good,Low
452,33,Good,PM2.5,0,Unknown,Not on file,1/12/2024 6:00,1/12/2024,2,1,Friday,Good,Low
453,38,Good,PM2.5,0,Unknown,Not on file,1/11/2024 6:00,1/11/2024,2,1,Thursday,Good,Low
454,38,Good,PM2.5,0,Unknown,Not on file,1/10/2024 6:00,1/10/2024,2,1,Wednesday,Good,Low
455,38,Good,PM2.5,0,Unknown,Not on file,1/9/2024 6:00,1/9/2024,2,1,Tuesday,Good,Low
456,42,Good,PM2.5,0,Unknown,Not on file,1/8/2024 6:00,1/8/2024,2,1,Monday,Good,Low
457,49,Good,PM2.5,0,Unknown,Not on file,1/7/2024 6:00,1/7/2024,1,1,Sunday,Good,Low
